GUBUN,YYYYMM,BIZ_CD,BIZ_NM,NEW_ADDR,NEW_ADDR1,NEW_ADDR2
변경,202003,JE3396,(주)제이코어,"경기도 화성시 효행로1265번길 75, 나동",경기도 화성시,"효행로1265번길 75, 나동"
변경,202003,M03288,(주)성진산업포장,"경기도 화성시 가장로 360-21,",경기도 화성시,"가장로 360-21,"
변경,202003,P98608,재다,"경기도 화성시 금복길 53,",경기도 화성시,"금복길 53,"
변경,202003,Q45960,퓨전이엔지,"경기도 화성시 괘랑6길 11-29, 1필지 제 3호  1층",경기도 화성시,"괘랑6길 11-29, 1필지 제 3호  1층"
변경,202003,134213,세미산업(주),"경기도 화성시 포승장안로 1094,",경기도 화성시,"포승장안로 1094,"
변경,202003,578883,거대테크,"경기도 화성시 안념길 189-13,",경기도 화성시,"안념길 189-13,"
변경,202003,HI9918,(주)외연칼라팩,"경기도 화성시 마도로 849-16, 2층",경기도 화성시,"마도로 849-16, 2층"
변경,202003,HU6459,(주)브로젠,"경기도 화성시 동탄첨단산업1로 63-12, 507호",경기도 화성시,"동탄첨단산업1로 63-12, 507호"
변경,202003,JF2078,신현대특장(주),"경기도 화성시 서해로 1379-6,",경기도 화성시,"서해로 1379-6,"
변경,202003,JU2865,(주)케이피트레이딩,"경기도 화성시 초록로 572-54, 5호  6동",경기도 화성시,"초록로 572-54, 5호  6동"
변경,202003,163696,(주)정건,"경기도 화성시 기배로 79,",경기도 화성시,"기배로 79,"
변경,202003,544982,중앙케미칼(주),"경기도 화성시 돌서지길 96-43,",경기도 화성시,"돌서지길 96-43,"
변경,202003,G30270,(주)트래블엔에스,"경기도 화성시 와우안길 109, 108동 216호",경기도 화성시,"와우안길 109, 108동 216호"
변경,202003,HR1000,(주)아우름,"경기도 화성시 내향로 250-7,",경기도 화성시,"내향로 250-7,"
변경,202003,I59941,(주)동양특수,"경기도 화성시 주석로 404,",경기도 화성시,"주석로 404,"
변경,202003,IV0843,셋업디앤에스(주),"경기도 화성시 동탄대로 646-2, 102-1호",경기도 화성시,"동탄대로 646-2, 102-1호"
변경,202003,IV2758,기현산업(주),"경기도 화성시 만년로 236-39,",경기도 화성시,"만년로 236-39,"
변경,202003,J27735,(주)푸른솔,"경기도 화성시 동탄대로 551-16, B동 1901호",경기도 화성시,"동탄대로 551-16, B동 1901호"
변경,202003,JB5111,(주)팬모아,"경기도 화성시 마곡동길 170,",경기도 화성시,"마곡동길 170,"
변경,202003,L37380,켐트리(주),"경기도 화성시 황계길 34,",경기도 화성시,"황계길 34,"
변경,202003,FN7046,(주)텝스,"경기도 화성시 동탄공원로1길 26-43, 1층",경기도 화성시,"동탄공원로1길 26-43, 1층"
변경,202003,G06257,(주)루시코리아,"경기도 화성시 안념길150번길 46-20,",경기도 화성시,"안념길150번길 46-20,"
변경,202003,I94540,(주)아이엔솔루션,"경기도 화성시 배양길 29-14,",경기도 화성시,"배양길 29-14,"
변경,202003,L63803,(주)나사,"경기도 화성시 경기대로1046번길 5, 106호 호 106호",경기도 화성시,"경기대로1046번길 5, 106호 호 106호"
변경,202003,O96619,K.O.F,"경기도 화성시 송말길 10-66,",경기도 화성시,"송말길 10-66,"
변경,202003,Q38181,하나테크,"경기도 화성시 서동탄로 12-5,",경기도 화성시,"서동탄로 12-5,"
변경,202003,T31283,칠칠공사,"경기도 화성시 와우안길 109, 105동 109호",경기도 화성시,"와우안길 109, 105동 109호"
변경,202003,243193,(주)에이스테크,"경기도 화성시 정문송산로 206-18,",경기도 화성시,"정문송산로 206-18,"
변경,202003,761674,천호산업(주),"경기도 화성시 마도로 574-102,",경기도 화성시,"마도로 574-102,"
변경,202003,DB5532,케이엠테크,"경기도 화성시 초록로 497-47,",경기도 화성시,"초록로 497-47,"
변경,202003,E66662,(주)홍우포장시스템,"경기도 화성시 만년로98번길 37,",경기도 화성시,"만년로98번길 37,"
변경,202003,GJ2021,엘티,"경기도 화성시 현대기아로556번길 112-23,",경기도 화성시,"현대기아로556번길 112-23,"
변경,202003,HK8096,주은에스에스(주),"경기도 화성시 마당바위로31번길 13,",경기도 화성시,"마당바위로31번길 13,"
변경,202003,IR3298,모어텍(주),"경기도 화성시 해운로458번길 60-4,",경기도 화성시,"해운로458번길 60-4,"
변경,202003,IX2015,팩트리(주),"경기도 화성시 발안로 453-25, A동",경기도 화성시,"발안로 453-25, A동"
변경,202003,CC1153,(주)신안하이테크,"경기도 화성시 역골동로 9-16,",경기도 화성시,"역골동로 9-16,"
변경,202003,E65206,주신건기(주),"경기도 화성시 밤뒤길 114-21, 2층  일부",경기도 화성시,"밤뒤길 114-21, 2층  일부"
변경,202003,FQ4757,그린푸드,"경기도 화성시 초록로 203-11,",경기도 화성시,"초록로 203-11,"
변경,202003,H53475,(주)마이콜트럭,"경기도 화성시 동탄대로 643, 603호",경기도 화성시,"동탄대로 643, 603호"
변경,202003,HJ4207,(주)대흥이티에스,"경기도 화성시 동오1길 161-4,",경기도 화성시,"동오1길 161-4,"
변경,202003,HQ2362,(주)더블유제이산업,"경기도 화성시 동탄기흥로 590, B동 319호",경기도 화성시,"동탄기흥로 590, B동 319호"
변경,202003,HQ6018,(주)제이엠특장자동차,"경기도 화성시 장안로227번길 134-15,",경기도 화성시,"장안로227번길 134-15,"
변경,202003,IV7295,(주)연성테크,"경기도 화성시 무봉길 212-10,",경기도 화성시,"무봉길 212-10,"
변경,202003,IW5502,(주)뉴에이스,"경기도 화성시 정문송산로 256-15,",경기도 화성시,"정문송산로 256-15,"
변경,202003,IZ5818,왕도테크,"경기도 화성시 발산3길 24,",경기도 화성시,"발산3길 24,"
변경,202003,J63828,(주)메탈히터,"경기도 화성시 효행로 1318-25, 2층",경기도 화성시,"효행로 1318-25, 2층"
변경,202003,JB9502,(주)랜드지동탄피에프브이,"경기도 화성시 동탄대로21길 10, 164호",경기도 화성시,"동탄대로21길 10, 164호"
변경,202003,M31770,(주)비지테크놀러지,"경기도 화성시 서봉로 418-7,",경기도 화성시,"서봉로 418-7,"
변경,202003,467358,(주)씨엔이,"경기도 화성시 전곡산단15길 8,",경기도 화성시,"전곡산단15길 8,"
변경,202003,548317,경동산업,"경기도 화성시 문두골길 50,",경기도 화성시,"문두골길 50,"
변경,202003,C74605,제이티이씨(주),"경기도 화성시 주석로175번길 27-6,",경기도 화성시,"주석로175번길 27-6,"
변경,202003,CC5830,(주)혜림건축사사무소,"경기도 화성시 동탄대로 636-3, C동 701호",경기도 화성시,"동탄대로 636-3, C동 701호"
변경,202003,G72183,(주)팀즈,"경기도 화성시 동탄산단4길 9-30,",경기도 화성시,"동탄산단4길 9-30,"
변경,202003,H82414,더블유아이씨(주),"경기도 화성시 율암길95번길 26-9,",경기도 화성시,"율암길95번길 26-9,"
변경,202003,HR0853,(주)아보텍,"경기도 화성시 토성로 256,",경기도 화성시,"토성로 256,"
변경,202003,HU5198,(주)허니키니,"경기도 화성시 버들로191번길 71-25,",경기도 화성시,"버들로191번길 71-25,"
변경,202003,I41612,(주)우리제지,"경기도 화성시 보통내길 82-13, 82동 15호",경기도 화성시,"보통내길 82-13, 82동 15호"
변경,202003,IN2521,(주)한양엘리베이터,"경기도 화성시 매바위로237번길 46-273,",경기도 화성시,"매바위로237번길 46-273,"
변경,202003,IO4985,(주)원정이엔지,"경기도 화성시 반정로150번길 13,",경기도 화성시,"반정로150번길 13,"
변경,202003,IU1444,두진텍,"경기도 화성시 문학로30번길 15,",경기도 화성시,"문학로30번길 15,"
변경,202003,IV0707,서경물류(주),"경기도 화성시 동탄대로 635, 1동 1317호",경기도 화성시,"동탄대로 635, 1동 1317호"
변경,202003,L48960,(주)에코유,"경기도 화성시 주석로778번길 67, 나동",경기도 화성시,"주석로778번길 67, 나동"
변경,202003,377403,치원건설(주),"경기도 화성시 안녕길 21-4, 2층",경기도 화성시,"안녕길 21-4, 2층"
변경,202003,994717,이건STUD,"경기도 화성시 전곡산단8가길 8,",경기도 화성시,"전곡산단8가길 8,"
변경,202003,F01555,한울컨설턴트(주),"경기도 화성시 버들로191번길 71-15,",경기도 화성시,"버들로191번길 71-15,"
변경,202003,HK0482,(주)태광산업개발,"경기도 화성시 기산로 3, 1층",경기도 화성시,"기산로 3, 1층"
변경,202003,I08870,(주)광진에프에이엔지니어링,"경기도 화성시 서봉로 558-12,",경기도 화성시,"서봉로 558-12,"
변경,202003,IY5349,참좋은사람들,"경기도 화성시 병점2로 22, 103호",경기도 화성시,"병점2로 22, 103호"
변경,202003,J16710,(주)에이알텍,"경기도 화성시 귓골2길 20,",경기도 화성시,"귓골2길 20,"
변경,202003,JB5103,(주)케이티이엔지,"경기도 화성시 화남공단로 22,",경기도 화성시,"화남공단로 22,"
변경,202003,L55617,(주)보리원,"경기도 화성시 경기대로 990, 화성병점에스케이뷰 105동 121호",경기도 화성시,"경기대로 990, 화성병점에스케이뷰 105동 121호"
변경,202003,L67674,(주)에스엘이노베이션,"경기도 화성시 동탄기흥로 614, 615호",경기도 화성시,"동탄기흥로 614, 615호"
변경,202003,83079,디지털에어시스템(주),"경기도 화성시 동탄하나1길 47-3, 7층  701호",경기도 화성시,"동탄하나1길 47-3, 7층  701호"
추가,202003,LA2231,참기름공작소-기름짜는선생,"경상남도 김해시 한림로398번길 11,",경상남도 김해시,"한림로398번길 11,"
추가,202003,LB4481,에스콰이어제화,"경상남도 김해시 김해대로 2232, 1층",경상남도 김해시,"김해대로 2232, 1층"
추가,202003,LB3330,큰마루태권도교육관,"경상남도 김해시 능동로 31, 5층  501호",경상남도 김해시,"능동로 31, 5층  501호"
추가,202003,LB3440,롯데리아롯데마트장유점,"경상남도 김해시 번화1로56번길 15, 1층",경상남도 김해시,"번화1로56번길 15, 1층"
추가,202003,R81778,돼장군,"경상남도 김해시 인제로188번길 12,",경상남도 김해시,"인제로188번길 12,"
추가,202003,LA9365,리더스어학원,"경상남도 김해시 내외중앙로 89, 3층  302호",경상남도 김해시,"내외중앙로 89, 3층  302호"
추가,202003,IR1247,설창축산,"경상남도 김해시 가야로521번길 5-14,",경상남도 김해시,"가야로521번길 5-14,"
추가,202003,LB4609,힙스600,"경상남도 김해시 해반천로144번길 13-7,",경상남도 김해시,"해반천로144번길 13-7,"
추가,202003,LA5636,마루루,"경상남도 김해시 장유로 173, 302호",경상남도 김해시,"장유로 173, 302호"
추가,202003,LA6085,디에이치시스템,"경상남도 김해시 인제로 197, B동 4층  403호",경상남도 김해시,"인제로 197, B동 4층  403호"
추가,202003,JO8925,(주)사람과공기,"경상남도 김해시 구산로5번길 11-15, 101호",경상남도 김해시,"구산로5번길 11-15, 101호"
추가,202003,LA2758,와이앤에스,"경상남도 김해시 본산2로79번길 24,",경상남도 김해시,"본산2로79번길 24,"
추가,202003,LA3789,뉴리더스부동산공인중개사사무소,"경상남도 김해시 금관대로1180번길 23-10,",경상남도 김해시,"금관대로1180번길 23-10,"
추가,202003,JY7005,(주)더나은행복,"경상남도 김해시 분성로 441, 4층",경상남도 김해시,"분성로 441, 4층"
추가,202003,LA3777,프리스토리지,"경상남도 김해시 김해대로2324번길 54-27, 103동 2203호",경상남도 김해시,"김해대로2324번길 54-27, 103동 2203호"
추가,202003,LB4431,원에코푸드,"경상남도 김해시 본산1로 43, 1층",경상남도 김해시,"본산1로 43, 1층"
추가,202003,LB5884,디자인한그루,"경상남도 김해시 인제로 196, 602호",경상남도 김해시,"인제로 196, 602호"
추가,202003,JK2910,(주)무진테크,"경상남도 김해시 테크노밸리1로93번길 36-12,",경상남도 김해시,"테크노밸리1로93번길 36-12,"
추가,202003,LA0339,조이성형외과의원,"경상남도 김해시 내외중앙로 57, 2층  203호",경상남도 김해시,"내외중앙로 57, 2층  203호"
추가,202003,LB0455,케이뷰티앤아카데미,"경상남도 김해시 인제로200번길 19, 2층",경상남도 김해시,"인제로200번길 19, 2층"
추가,202003,DW0658,쌍용자동차김해서비스프라자,"경상남도 김해시 금관대로 1360,",경상남도 김해시,"금관대로 1360,"
추가,202003,LB0564,현인태권도장,"경상남도 김해시 내외로95번길 21, 3층",경상남도 김해시,"내외로95번길 21, 3층"
추가,202003,LA2902,누리창호,"경상남도 김해시 분성로 572,",경상남도 김해시,"분성로 572,"
추가,202003,LA9559,경남델코,"경상남도 김해시 전하로 192,",경상남도 김해시,"전하로 192,"
추가,202003,JN1122,(주)우리소리예술단,"경상남도 김해시 구지로180번길 31-9, 김해시장  내 7비공구 11호",경상남도 김해시,"구지로180번길 31-9, 김해시장  내 7비공구 11호"
추가,202003,LA2793,대한테크,"경상남도 김해시 고모로526번길 85,",경상남도 김해시,"고모로526번길 85,"
추가,202003,LB1347,조인단조,"경상남도 김해시 동북로 887-19,",경상남도 김해시,"동북로 887-19,"
추가,202003,LB1436,이마트24김해주촌점,"경상남도 김해시 주선로 154,",경상남도 김해시,"주선로 154,"
추가,202003,LB5848,스마일디지털키,"경상남도 김해시 진례로 239,",경상남도 김해시,"진례로 239,"
추가,202003,JS6184,(주)경부,"경상남도 김해시 능동로155번길 10-15, 208호",경상남도 김해시,"능동로155번길 10-15, 208호"
추가,202003,LB6691,폰싸다구,"경상남도 김해시 율하2로236번길 9, 102호",경상남도 김해시,"율하2로236번길 9, 102호"
추가,202003,P79081,남도테크,"경상남도 김해시 서부로1638번길 94-30,",경상남도 김해시,"서부로1638번길 94-30,"
추가,202003,R97003,영승,"경상남도 김해시 서부로1541번길 164-17,",경상남도 김해시,"서부로1541번길 164-17,"
추가,202003,LA2743,최강스포츠샵,"경상남도 김해시 삼계로 35, 310동 202호",경상남도 김해시,"삼계로 35, 310동 202호"
추가,202003,R01719,아이비이비인후과의원,"경상남도 김해시 내외중앙로 88,",경상남도 김해시,"내외중앙로 88,"
추가,202003,HO5440,대륙하이테크(주),"경상남도 김해시 가동로 25-23,",경상남도 김해시,"가동로 25-23,"
추가,202003,JS4199,(주)동영기술산업,"경상남도 김해시 상동로375번길 80-22, B동 2층",경상남도 김해시,"상동로375번길 80-22, B동 2층"
추가,202003,JU2216,(주)제이푸드,"경상남도 김해시 분성로 170, 5층",경상남도 김해시,"분성로 170, 5층"
추가,202003,LA4786,HS테크,"경상남도 김해시 김해대로2694번길 4,",경상남도 김해시,"김해대로2694번길 4,"
추가,202003,LA8585,진영기획광고,"경상남도 김해시 여래로20번길 34-1,",경상남도 김해시,"여래로20번길 34-1,"
추가,202003,JP1889,태경메탈(주),"경상남도 김해시 가동로 62-58,",경상남도 김해시,"가동로 62-58,"
추가,202003,JW2983,(주)삼오테크윈,"경상남도 김해시 서부로860번길 18,",경상남도 김해시,"서부로860번길 18,"
추가,202003,LA4570,경남간호학원,"경상남도 김해시 분성로 295, 2층",경상남도 김해시,"분성로 295, 2층"
추가,202003,P30743,율하열린약국,"경상남도 김해시 율하1로 110, 105호",경상남도 김해시,"율하1로 110, 105호"
추가,202003,CT7391,가람디자인(간판.현수막),"경상남도 김해시 활천로 60,",경상남도 김해시,"활천로 60,"
추가,202003,FE8591,우림,"경상남도 김해시 해반천로130번길 39, 1411호",경상남도 김해시,"해반천로130번길 39, 1411호"
추가,202003,LA0549,모도리식당,"경상남도 김해시 경원로73번길 15, 1층  106호",경상남도 김해시,"경원로73번길 15, 1층  106호"
추가,202003,LA4733,세우ENG,"경상남도 김해시 김해대로2553번길 23,",경상남도 김해시,"김해대로2553번길 23,"
추가,202003,LA7402,월홍갈비삼계점,"경상남도 김해시 해반천로168번길 18-18,",경상남도 김해시,"해반천로168번길 18-18,"
추가,202003,LA9680,태종산업,"경상남도 김해시 상동로 831-193,",경상남도 김해시,"상동로 831-193,"
추가,202003,LB4560,루이어패럴,"경상남도 김해시 번화1로 168, 1005동 502호",경상남도 김해시,"번화1로 168, 1005동 502호"
추가,202003,CT6187,가온레이저,"경상남도 김해시 김해대로927번길 64,",경상남도 김해시,"김해대로927번길 64,"
추가,202003,II5576,다모아팩,"경상남도 김해시 한림로909번길 32-1,",경상남도 김해시,"한림로909번길 32-1,"
추가,202003,LA8373,까사260,"경상남도 김해시 김해대로 1519,",경상남도 김해시,"김해대로 1519,"
추가,202003,LB3174,커피베이서김해점,"경상남도 김해시 금관대로 1069, 1층",경상남도 김해시,"금관대로 1069, 1층"
추가,202003,LB7410,모아선진태권스쿨,"경상남도 김해시 율하2로 87, 상가동 201호",경상남도 김해시,"율하2로 87, 상가동 201호"
추가,202003,P84489,신진메탈,"경상남도 김해시 상동로119번길 10,",경상남도 김해시,"상동로119번길 10,"
추가,202003,JJ7101,에스아이씨(주),"경상남도 김해시 하계로240번길 93-26,",경상남도 김해시,"하계로240번길 93-26,"
추가,202003,JY6613,(주)대현글로벌,"경상남도 김해시 테크노밸리로 77-36,",경상남도 김해시,"테크노밸리로 77-36,"
추가,202003,JP3629,트라이던트오션(주),"경상남도 김해시 고모로526번길 58,",경상남도 김해시,"고모로526번길 58,"
추가,202003,LA2879,보성기제,"경상남도 김해시 서부로1499번길 22-20,",경상남도 김해시,"서부로1499번길 22-20,"
추가,202003,LA4802,이디야김해대청동점,"경상남도 김해시 번화1로44번길 20,",경상남도 김해시,"번화1로44번길 20,"
추가,202003,P10187,금당CASA,"경상남도 김해시 김해대로 1521, 1층",경상남도 김해시,"김해대로 1521, 1층"
추가,202003,IZ8487,(주)유엠티,"경상남도 김해시 김해대로2575번길 71, A동 1층",경상남도 김해시,"김해대로2575번길 71, A동 1층"
추가,202003,LA6579,마이러브펫,"경상남도 김해시 한림로 943-16,",경상남도 김해시,"한림로 943-16,"
추가,202003,LA6799,MS이펙트기획,"경상남도 김해시 평전로107번길 13,",경상남도 김해시,"평전로107번길 13,"
추가,202003,CH7490,모바일멤버스마루,"경상남도 김해시 분성로335번길 4,",경상남도 김해시,"분성로335번길 4,"
추가,202003,LA0308,더조은컴퓨터아트학원,"경상남도 김해시 분성로 174, 6층",경상남도 김해시,"분성로 174, 6층"
추가,202003,LA2756,무봉리순대국,"경상남도 김해시 율하2로 80,",경상남도 김해시,"율하2로 80,"
추가,202003,IW1250,(주)경남미래연구컨소시엄,"경상남도 김해시 분성로 155, 320동 704호",경상남도 김해시,"분성로 155, 320동 704호"
추가,202003,LA8270,밝은세상안경원,"경상남도 김해시 대청로210번길 34, 102호",경상남도 김해시,"대청로210번길 34, 102호"
추가,202003,LA8580,삼성화학,"경상남도 김해시 생림대로27번길 1-2,",경상남도 김해시,"생림대로27번길 1-2,"
추가,202003,LB3727,부경하이테크,"경상남도 김해시 용덕로237번길 19-15,",경상남도 김해시,"용덕로237번길 19-15,"
추가,202003,LB4424,안심플란트치과의원,"경상남도 김해시 함박로 10, 2호  3 4층",경상남도 김해시,"함박로 10, 2호  3 4층"
추가,202003,LB4844,엠제이,"경상남도 김해시 칠산로441번길 8, 1층",경상남도 김해시,"칠산로441번길 8, 1층"
추가,202003,LB7733,한국적외선개발원,"경상남도 김해시 칠산로325번길 3,",경상남도 김해시,"칠산로325번길 3,"
추가,202003,JF3164,(주)태양기전,"경상남도 김해시 하계로240번길 6,",경상남도 김해시,"하계로240번길 6,"
추가,202003,LA1381,김춘근수학학원,"경상남도 김해시 삼안로 279, 3층",경상남도 김해시,"삼안로 279, 3층"
추가,202003,LA2086,우리타일바스,"경상남도 김해시 삼안로 188-1, 1층  102호",경상남도 김해시,"삼안로 188-1, 1층  102호"
추가,202003,LA3912,신화테크,"경상남도 김해시 김해대로1099번길 62,",경상남도 김해시,"김해대로1099번길 62,"
추가,202003,LB2488,르솔레이,"경상남도 김해시 관동로27번길 39, 109동 동13층  1302호",경상남도 김해시,"관동로27번길 39, 109동 동13층  1302호"
추가,202003,IQ4505,(주)윈컴퍼니,"경상남도 김해시 호계로438번길 44-21, 201호",경상남도 김해시,"호계로438번길 44-21, 201호"
추가,202003,JA8094,(주)니트렉스,"경상남도 김해시 김해대로2761번길 11-17, 102호",경상남도 김해시,"김해대로2761번길 11-17, 102호"
추가,202003,JL1603,(주)에스와이시스템,"경상남도 김해시 고모로216번길 168-75,",경상남도 김해시,"고모로216번길 168-75,"
추가,202003,LA2075,신우정공,"경상남도 김해시 서부로1637번안길 58,",경상남도 김해시,"서부로1637번안길 58,"
추가,202003,LA5673,재원금속,"경상남도 김해시 테크노밸리길 187-43,",경상남도 김해시,"테크노밸리길 187-43,"
추가,202003,LB4518,워시존김해봉황점,"경상남도 김해시 김해대로2324번길 29,",경상남도 김해시,"김해대로2324번길 29,"
추가,202003,DW2740,잼모터스,"경상남도 김해시 반룡로4번길 20, 1층",경상남도 김해시,"반룡로4번길 20, 1층"
추가,202003,HH8380,(주)승진,"경상남도 김해시 내덕로108번길 7, 1층",경상남도 김해시,"내덕로108번길 7, 1층"
추가,202003,LA2208,보강연합의원,"경상남도 김해시 월산로 111-43, 201호",경상남도 김해시,"월산로 111-43, 201호"
추가,202003,JH8060,(주)송산산업개발,"경상남도 김해시 칠산로413번길 16-7, 3층",경상남도 김해시,"칠산로413번길 16-7, 3층"
추가,202003,LB3621,명륜진사갈비내외점,"경상남도 김해시 전하로 252-8, 2층",경상남도 김해시,"전하로 252-8, 2층"
추가,202003,W18483,유강스프링,"경상남도 김해시 고모로364번길 85,",경상남도 김해시,"고모로364번길 85,"
추가,202003,DW2544,물회일번가,"경상남도 김해시 인제로91번길 12-1,",경상남도 김해시,"인제로91번길 12-1,"
추가,202003,IW9225,(주)한국쿨러유압,"경상남도 김해시 하계로240번길 93-8,",경상남도 김해시,"하계로240번길 93-8,"
추가,202003,LB3370,아란상사,"경상남도 김해시 분성로707번길 30, 1층",경상남도 김해시,"분성로707번길 30, 1층"
추가,202003,IM3664,(주)세영,"경상남도 김해시 서부로 266,",경상남도 김해시,"서부로 266,"
추가,202003,LA0437,차주유소,"경상남도 김해시 장유로 71,",경상남도 김해시,"장유로 71,"
추가,202003,LB8521,대현테크,"경상남도 김해시 김해대로974번길 104, 1층",경상남도 김해시,"김해대로974번길 104, 1층"
추가,202003,X84382,현진이엔지,"경상남도 김해시 마사로 36-44,",경상남도 김해시,"마사로 36-44,"
추가,202003,LA4578,큐브캐드캠아이티전문학원,"경상남도 김해시 여래로20번길 45, 에이동상가 301호  상가402호",경상남도 김해시,"여래로20번길 45, 에이동상가 301호  상가402호"
추가,202003,LB7562,하나고고몰,"경상남도 김해시 금관대로1277번길 12-13, 403호",경상남도 김해시,"금관대로1277번길 12-13, 403호"
추가,202003,JC6127,(주)리빙테크,"경상남도 김해시 나전로 308,",경상남도 김해시,"나전로 308,"
추가,202003,JG1885,(주)현정에스앤피,"경상남도 김해시 김해대로1031번안길 72,",경상남도 김해시,"김해대로1031번안길 72,"
추가,202003,LA8633,공룡피자피자빅진영점,"경상남도 김해시 장등로19번길 5, 103호",경상남도 김해시,"장등로19번길 5, 103호"
추가,202003,HL9844,대한건업(주),"경상남도 김해시 분성로 497, 401호",경상남도 김해시,"분성로 497, 401호"
추가,202003,JH3565,(주)엠티비엠,"경상남도 김해시 골든루트로 80-16, 4층  406동 3호",경상남도 김해시,"골든루트로 80-16, 4층  406동 3호"
추가,202003,LA7632,모텔와플,"경상남도 김해시 번화1로76번길 24, 401 501호",경상남도 김해시,"번화1로76번길 24, 401 501호"
추가,202003,JB6171,(주)플루토전자,"경상남도 김해시 김해대로2635번길 66-1,",경상남도 김해시,"김해대로2635번길 66-1,"
추가,202003,JS2171,행복유랑단협동조합,"경상남도 김해시 금관대로 1215,",경상남도 김해시,"금관대로 1215,"
추가,202003,JW6592,(주)안전드림,"경상남도 김해시 골든루트로 80-16, 307호",경상남도 김해시,"골든루트로 80-16, 307호"
추가,202003,LB8696,강프로중고타이어,"경상남도 김해시 구지로 173,",경상남도 김해시,"구지로 173,"
추가,202003,LA5204,(주)넥스원프레시,"경상남도 김해시 삼계중앙로 46, 401호",경상남도 김해시,"삼계중앙로 46, 401호"
